title,label
"Ngatiyana Terjun Langsung Menemui Warga, Menampung Aspirasi Masyarakat",1
Redmi 10c spesifikasi gahar,0
"Puluhan Rumah di Perum Griya Zavira Cilawu Terancam Terbawa Longsor, Warga Minta Pemkab Segera Bertindak",2
Prakiraan Cuaca Kota-kota Besar di Indonesia untuk Senin 25 Juli 2022,0
"Kurang dari 24 Jam, Pelaku Pembunuh Remaja Diciduk Saat Coba Melarikan Diri",2
Bawaslu KBB Butuh Anggaran Rp23 Miliar untuk Pilkada Serentak 2024,0
Lansia Menjadi Kelompok Paling Rentan Selama Pandemi Covid-19,0
"Terdakwa Kasus Kebakaran Bengkel di Tangerang Divonis 8 Tahun Bui, PH: Keputusan Hakim Bijak",0
"Odong-odong TERPENTAL 10 Meter Dihantam Kereta Api, 9 Orang Meninggal",2
"Cinta Setelah Cinta 26 Juli 2022 Tayang di SCTV Pukul 19.30 WIB, Niko dan Ayu Kepergok Tio dan Gurunya",0
"Sekali Panen, Petani Tomat di Lembang Mampu Meraup Pendapatan Rp1 Miliar",1
Bacaan Niat Puasa Senin-Kamis Berikut Doa Berbuka dan Keutamaannya,0
"LINK LIVE STREAMING Persikabo vs Persebaya Surabaya, Segera KICK OFF Langsung Klik di Sini",0
"LINK LIVE STREAMING Persib Bandung vs Bhayangkara FC, Maung Bandung Sementara Unggul 2-1!",0
"Hadapi Tim EPPD Jabar, Bupati Sumedang Tekan Bawahannya Kooperatif",2
"Persikabo Taklukkan Persebaya Surabaya 1-0, Gustavo Tocantins Jadi Pahlawan Kemenangan",1
"Benfica vs Newcastle United, Jadwal Pertandingan, Tempat dan Prediksi Susunan Pemain",0
Ridwan Kamil 'Ceramahi' Baim Wong Soal Citayam Fashion Week: Tidak Perlu Ikut-ikutan Mengatur!,1
"LINK LIVE STREAMING Persis Solo vs Dewa United, Pertaruhan Kualitas 2 Mantan Pelatih Timnas Indonesia",0
"MENCEKAM! Warga Sweeping Kendaraan Bermotor di Yogyakarta, Plat AD Trending Topic",2
"Ini Daftar 73 Jemaah Haji yang Meninggal hingga Hari ke-53, 60% Jemaah Gelombang Pertama Pulang ke Tanah Air",2
"Petani Masuk Kelompok Prasejahtera, PKS Minta Kader Legislatif dan Eksekutif Ikut Berjuang",1
Green Kurban Salurkan ke 17.782 Penerima Manfaat,1
BPKAD Kota Cimahi Launching Aplikasi SIAGA,1
Museum Subang Masih Kurang Pengunjung,2
"LINK STREAMING Cinta Setelah Cinta 26 Juli 2022, Tayang Sesaat Lagi Langsung Klik di Sini",0
"Perkuat Persatuan dan Kesatuan, Kodim 0618/BS Laksanakan Bimkom Cegah Konflik Sosial",1
"Dahana Garap Rajata, Penghancur Tanpa Ketahui Musuh",0
"Jelang Benfica vs Newcastle United, The Magpies Ambisi Datangkan Timo Werner dari Chelsea",0
"Frets Butuan Bawa Persib Unggul Sementara di Babak Kedua, LINK LIVE STREAMING Bisa Diakses di Sini",0
"Wakil Ketua DPRD Kota Bandung, Ade Supriadi Wafat, Wali Kota Berduka",0
"LINK LIVE STREAMING Persikabo vs Persebaya Surabaya, Langsung Klik di Sini",0
"Persib Bandung Kebobolan Jelang Pertandingan Kontra Bhayangkara FC Berakhir, Wasit Jadi Sorotan Bobotoh",0
"Pelatihan Guru Utama Revitalisasi Bahasa Daerah, Menjaga Kepunahan Bahasa Daerah dengan Menulis",1
NONTON Persikabo vs Persebaya Surabaya Langsung Klik LINK LIVE STREAMING Hanya di Sini,0
Ridwan Kamil Dinobatkan sebagai Ayah Inspiratif,1
"Presiden Jokowi Tiba di China, Besok Sore Temui Xi Jinping Secara Tertutup",0
KPAS-PlaAstro Gelar Pameran Tunggal 'The Silence of Khotbah',0
"Langsung Jatuh Cinta Pada Kosumon, Moeldoko: Saya Jagonya Ngopi, Ini Very Special",1
"Gandeng Pemerintah Daerah, Tokopedia Dorong Implementasi Digitalisasi Pasar Rakyat",1
"Viral! Petarung UFC Sampaikan Hal Menyedihkan Usai Menang Tarung, Temannya Bunuh Diri Jelang Tanding",2
"VIRAL Seorang Pria Tergeletak di Jalanan Yogyakarta, Polda DIY Cek Kemungkinan Korban Jiwa ke RS",2
"Ade Yasin Optimis Eksepsi Diterima Hakim, Dakwaan Tak Sesuai dengan Alasan KPK Melakukan Penangkapan",0
Empat Pelaku Spesialis Pencurian Mobil Pick Up Diringkus Polresta Bandung,2
"WASPADA! Siang dan Malam Hari Jabar Diguyur Hujan: Prakiraan Cuaca Wilayah Jawa Barat Senin, 25 Juli 2022",2
"Buka Latsar CPNS, Sekda Jabar Tekankan Integritas",0
Panglima TNI Utus Dokter Forensik TNI Lakukan Autopsi Brigadir J: Kalau Mau Tambah Juga Boleh,0
"PAD Retribusi Parkir Minim, Ini yang Akan Dilakukan Bapenda KBB",0
"Pesan Menohok Ridwan Kamil ke Baim Wong Soal Citayam Fashion Week: Anda dan Istri Sudah Hebat, Tapi...",2
"Berusaha Pulihkan Cedera, Febri Hariyadi Disemangati Mario Jardel: Semangat Bang Bow!",1
"Pemilik Tim Football Menangkan Lelang Sabuk Juara Tinju Muhammad Ali, Ini Harganya",1
"Tersangka KASUS SUBANG Bertambah Jadi 11 Orang, Perannya Diungkap Polda Jabar",2
"Kasus Anak Tewas Akibat Perundungan di Tasikmalaya, 3 Orang Jadi Tersangka",2
"Cinta Setelah Cinta 25 Juli 2022 Tayang di SCTV Pukul 19.30, Simak Sinopsis Berikut LINK STREAMING",0
"Ada 16.000 Kasus Cacar Monyet di 75 Negara, WHO Minta Kawasan Asia Tenggara Perkuat Pengawasan",2
"Inilah yang Harus Hindari, Warga Binaan Lapas Sumedang",2
"CFW Didaftarkan Paten Ini Komentar Sandiaga Uno: Anak-anak SCBD Jangan Ada yang Terzalimi, Harus Transparan",1
Ceu Popong dan Salim Segaf Dorong Kolaborasi untuk Selesaikan Masalah Kebangsaan,1
"LINK STREAMING Cinta Setelah Cinta 25 Juli 2022, Starla Pergoki Niko dan Ayu, Rencana Ben Bakal Lancar?",0
"WASPADA! Sejumlah Kota Besar Diguyur Hujan: Prakirakan Cuaca Hari Ini, Selasa, 26 Juli 2022",0
"Populasi 'Yaki' di Sulteng Turun Drastis, Tinggal Menyisakan 1.000 Ekor",2
PSIS Semarang Rekrut Pelatih Kiper Asal Inggris Rory Grand,1
"Covid-19 di KBB Sempat Menembus 101 Kasus, Warga Mulai Bergairah Vaksin Booster",0
Bareskrim Polri Tetapkan 4 Tersangka Kasus ACT,2
"Cinta Setelah Cinta 26 Juli 2022: Niko Ngamuk kepada Ayu, Arya dan Ben Berebut Perhatian Starla",0
"Prakiraan Cuaca di Kota-kota Besar di Indonesia, Bandung Hujan Ringan",0
Persis Solo Menyerah 2-3 dari Dewa United di Liga 1,2
Ucapkan Good Bye Pada Pertalite dan Solar bagi Pemilik Mobil dengan Kapasitas 2000 cc ke Atas,2
"Bantu Renovasi Rumah Warga yang Hampir Roboh, Ridwan Kamil: Tugas Pemimpin Memudahkan Urusan Rakyat",1
"Persita Siap Ladeni Persik Kediri, Vera: Butuh Start yang Bagus",1
"Identitas 11 Tersangka KASUS SUBANG Diungkap Polisi, Ada yang Berperan sebagai Pemodal",2
Kita Punya Seribu Alasan untuk Bahagia dengan Melepas Beban Emosi,1
"TOL CIPALI Kembali Memakan Korban Jiwa, 2 Tewas Akibat Tabrakan",2
"Kunker ke Babel, Kepala BPIP Yudian Wahyudi Ajak Santri dan Dosen Jaga dan Perkokoh Pancasila",1
"Demi Menambah Daya Juang, 7 Pemain Persija sampai Ganti Nomor Punggung",1
"Innalillahi Wainailaihi Rojiun, Wakil Ketua DPRD Kota Bandung Ade Supriadi Meninggal Dunia",2
GRATIS Link Live Streaming PSG vs Gamba Osaka 25 Juli 2022 Pukul 17.00 WIB Sekarang!,0
"Yogyakarta Rusuh! Batu Berterbangan di Sejumlah Sudut Kota, Driver Ojek Online Diburu Massa",2
"Keputusan Pemerintah Naikkan Harga Gas Elpiji Non Subsidi Dinilai Kurang Tepat, Ini Kata Politisi PKS",2
"Anggunnya Dian Sastro Pakai Kebaya, Lagi-lagi Bikin Penggemar Meleleh",1
Dankoharmatau Ikuti Ziarah di TMPNU Kalibata Jelang Hari Bakti TNI AU ke 75,1
Sporting Lisbon vs Sevilla Mulai Berlangsung Pukul 01.45 WIB,0
KCIC Siapkan SDM Operasional KCJB,0
"Terkait Kasus Kematian Brigadir J, Komnas HAM Periksa 7 Ajudan Irjen Ferdy Sambo, 2 Tak Penuhi Panggilan",2
Pengacara Ade Yasin: Dakwaan Jaksa KPK Cuma Mirip Isi Buku,2
"Ridwan Kamil Cek Progres Dua Bendungan Kering, Proyek Nasional Pengendali Banjir",1
"Tinggi Letusan Gunung Anak Krakatau Mencapai 157 Meter, Nelayan dan Wisatawan Dilarang Mendekat",2
Brigita Manohara Dicecar 17 Pertanyaan Penyidik KPK,2
Rincian Harga Emas Pegadaian Hari Ini 26 Juli 2022 Antam Turun UBS Naik Mulai dari Rp 505.000,0
"LINK LIVE STREAMING Persikabo vs Persebaya Surabaya, Aji Santoso Nyatakan Siap Tempur",0
"Heboh Roberto Firmino Hengkang ke Juventus, Liverpool Muluskan Jalan Kepergian Sang Striker?",0
BNN Tembak Bandar Sabu-sabu Bersenjata Api,2
"Jaring Capres-Cawapres 2024, Relawan Jokowi Bakal Gelar Musyawarah Rakyat di 34 Provinsi",1
"VIRAL! Seorang Pria Tergeletak di Jalanan Yogyakarta, Suporter Persis Solo Bentrok dengan Warga",2
"LINK LIVE STREAMING PSG vs Gamba Osaka di Jepang, Nonton Gratis Klik Hanya di Sini",0
Bocoran Harga iPhone 14 Series yang Terjangkau Lengkap dengan Spesifikasi dan Tanggal Rilis,0
"Pendaftaran HAKI Citayam Fashion Week Tak Diperlukan, Pengamat: Keuntungannya Tak Sebanding dengan Acaranya",0
BRIGADIR J Terekam CCTV Saat Beraktivitas di Rumah Irjen Pol Ferdy Sambo Sesaat Sebelum Tewas Tertembak,2
Harga Emas Pegadaian Hari Ini 25 Juli 2022 Antam dan UBS Stabil Setelah Alami Kenaikan,1
"Energize 2 Infrastruktur Ketenagalistrikan Dinilai Berhasil, Sistem Elektrifikasi Jawa Barat Semakin Andal",1
Waspada Sulit Air Bersih Saat Kemarau Basah di Kota Bandung,2
Manfaatkan Program Pemutihan Pajak Kendaraan Hingga 31 Agustus 2022,1
Tedy Rusmawan Harapkan Inovasi Dishub Soal Penanganan Kemacetan,1
"Rugikan Negara, Gudang Gas Oplosan di Patokbeusi Subang Digerebek Dit Reskrimsus Polda Jabar",2
Pemkot Bandung Kucurkan Dana UHC Rp240 Miliar per Tahun,1
IKWI Jabar Miliki Gedung Baru,1
Ketua DPRD Dorong Pemberlakuan Ganjil-Genap di Kota Bandung,0
"Pemkot Bandung Anggarkan Rp 5,8 Triliun, Terbesar Program Kesehatan dan Pendidikan",1
"Serunya Pameran Inovasi Otomotif di Kiara Artha Park, Datang Yuk!",1
"Wakil Ketua DPRD Kota Bandung, Ade Supriadi Wafat, Yana Berduka",0
Sapi dari Jateng Dilarang Masuk Jatim,2
"Dunia Sedang Tidak Baik-Baik Saja, Niko Rinaldo Ajak Pemuda Gotongroyong Aksi Nyata dalam Dialog Muda Jawa Barat",1
"Tak Mengendur, Polsek Pamanukan Terus Gencarkan Vaksinasi Booster dengan Doorprize Minyak Goreng",1
Pembagian Daging Qurban Sebaiknya Pakai Plastik,0
"Ciptakan Suasana Baru, Kepsek SDN Pamanukan 1 Buat Slogan Inspiratif",1
Pemkot Bandung Serius Garap BPJS Ketenagakerjaan bagi non-ASN,1
Tim Pencak Silat Bertema Kota Bandung Raih Medali Emas Fornas VI Palembang,1
"Innalillahi, Dua Warung di Pusakanagara Subang Ludes Terbakar",2
Begini Cara Pengolahan Sampah di RW 12 Maleer Kota Bandung,0
Target Dosis III Akhir Agustus 50 Persen,1
"LSM Ramai-ramai Laporkan PT SAG, LPKSM : Warga Jangan Dijadikan Tumbal",2
Tak Ada Beaya Pengurusan SKKH Sapi,2
Virus PMK Akan Mati Dalam Rebusan Mendidih 30 Menit,1
Brigjen TNI Ruddy Prasemilsa Mahks Jabat Kabinda Jabar,1
Edwin Senjaya Buka Pelatihan Manajemen Sanggar dan Lingkung Seni Regol,1
"Netizen di Tuban Pertanyakan Koin NU, Ini Penjelasan PCNU",0
Kapolres Subang Serahterimakan Kunci Rumah Tidak Layak Huni yang Telah Disulap Menjadi Rumah Gedong,1
Ratusan Ibu Majelis Taklim Hadiri Kegiatan Sinergi Foundation di Teras Lembang,1
Pemkot Bandung Raih Tiga Penghargaan Manajemen ASN dari BKN,1
"KONI Subang Gandeng SCH Gelar Lomba Desain Maskot Kontingen, Raih Hadiah Hingga 5 Juta",1
Masyarakat Subang Antusias Ikuti Pengobatan Gratis di RSAU Hoediono Lanud Suryadarma,1
"Bandar Togel di Subang, Tak Berkutik Diringkus Polisi",2
Akhir Agustus Pemkot BandungTargetkan Vaksin Booster Capai 50 Persen,1
Kota Bandung Siap Jadi Tuan Rumah Liga IBL Playoff Musim 2022,1
Kapolres Subang Pimpin Peletakan Batu Pertama Bedah Dua Rutilahu di Patokbeusi Subang,1
Wanita Berperan Nyata dalam Pembangunan Kota Bandung,1
Layanan Administrasi Kependudukan Kota Bandung Siap Go Digital,1
Walikota Bandung: Jangan Sampai Turun ke PPKM Level 2,0
"Cegah Perilaku Menyimpang Generasi Bangsa, Kapolsek Legonkulon Berikan Wejangan Pada Siswa di Hari Kedua Tahun Ajaran Baru",1
Wali Kota Bandung Minta Optimalisasi Kanal Media Sosial,0
11 Tahun Penjara buat Pembunuh Kakek Penjual Kopi di Tuban,2
"Dokter Muda Cantik, Serahkan Bantuan Gotong Royong DPD TMP Jabar untuk Masyarakat Kab. Garut yang Terdampak Bencana Alam",1
"Ganjal Mesin ATM di Minimarket Rest Area Tol Cipali Subang, Pria Paruh Baya Dibekuk Jajaran Sat Reskrim Polres Subang",2
"Qurban Kembali Ramai, Tedy Rusmawan Kagumi Kebersamaan Warga Bandung",1
Isue Politisasi PKH di Tuban Hoax ?,2
"Beda Hari Pelaksaan Iedul Adha, Bupati Tuban : Alhamdulillah Tak Ada Masalah",1
Pemkot Bandung Akselerasi Sertifikasi Tanah Tempat Ibadah,1
Salat Iduladha di Masjid Bisa Diikuti 100 Persen Jamaah,1
Perjalanan 6 Sekawan Pencuri Burung Berakhir dengan Dikurung,2
"Teras Belajar Smart Kini Tak Takut Panas dan Hujan, Yukk Belajar.!!",1
"Bawa Anggotanya, Danramil Pamanukan Gerudug Polsek Legonkulon Beri Kejutan Hari Bhayangkara",0
"Tekan Penyebaran Covid-19, Jajaran Polsek Binong Gandeng Puskesmas Binong Buka Gerai Vaksin di SPBU Wates",1
"Ngobras Puspaga, Yunimar Ajak Para Ibu Melek Isu Keluarga",1
"Percepat Ini, Akhirnya Pemkot Bandung Gandeng Kampus",0
"Sering Beraksi di Wilayah Pantura Subang, Komplotan Maling Motor di Bekuk Jajaran Sat Reskrim Polres Subang",2
Sebanyak Ini Pemkot Bandung Tebar Sapi dan Kambing saat Idul Adha,1
SIG Klaim Meredusir 61.380 Ton CO2 Per Tahun,1
Kecamatan Rancasari Kota Bandung Dukung UMKM Miliki NIB dan PIRT,1
Tedy Rusmawan Optimis Ekonomi Bandung Bangkit,1
Polda Jabar Tangkap 11 Orang Yang Melakukan Penyelundupan Gas Elpiji Di Subang,2
"Hari Bhayangkara ke-76, Polsek Pamanukan Dapat Kejutan dari TNI",1
"Kunjungi Trisa Purwati, Yana Beri motivasi dan Bantuan",1
"Silaturahim dan Berikan Motivasi Pada Santri di Ponpes Al-Ukhuwah Pagaden, Kapolres Subang Minta Santriwati Berani Lapor Jika Dilecehkan",1
"Pantai Semilir Tuban Memanas, Ahli Waris Bakal Adukan Pemdes Socorejo ke Polda Jatim",2
Kelurahan di Kota Bandung Mulai Invetarisasi PTSL 2023,0
"Di Moment Tahun Ajaran Baru, Jajaran Polsek Pamanukan Berikan Edukasi kepada Pelajar di Pamanukan Subang",1
"Berkat Kang Pisman, TPS-3R Dago Bengkok Kurangi Sampah 2,5 Ton",1
Panduan Qurban saat Wabah PMK Menurut Fatwa MUI,0
"Genjot Vaksinasi Booster, Kapolres Subang Gelar Gebyar Vaksinasi di Alun-Alun Pagaden",1
Ini Masukan Komisi A Bagi BKPSDM,0
"Alhamdulillah, Masjid Al Amin Bersertifikat Jemaah Tenang",1
"Target Pemkot Bandung, Pengangguran Jadi 8 Persen",0
"Saat Membungkus, Jangan Disatukan Daging dengan Jeroan",0
"Pisah Sambut Dansektor 22 Citarum Harum, Yana Ajak Tingkatkan Kolaborasi",1
Dana Desa dan CSR Belum Sentuh Penanganan TB di Subang,2
Jajaran Polsek Pusakanagara Berikan Bimbingan Kepada Calon Taruna SMKN 1 Pusakanagara,1
Segini Jumlah Jeroan Sapi dan Domba yang Dimusnahkan DKPP Kota Bandung,2
Ini Kata Yana Tentang Turnamen Sepak Bola Wanita Piala Wali Kota Bandung,0
Pemkot Bandung dan BSSN Kerjasama Pemanfaatan Sertifikat Elektronik,1
Tangis Haru Gadis Puluhan Tahun Tidak Bisa Berjalan Mendapatkan Kursi Roda Oleh Kapolres Subang,1
"Perkenalkan Pertanian Pada Kaum Milenial, Polbangtan Bogor Bersama Pemda Subang Gelar Open Day di SMKN 1 Pusakanagara",1
"Lindungi Kaum Milenial, Polres Subang Musnahkan Berbagai Jenis Miras",1
Kodim 0605/Subang Kolaborasi dengan Asistel Mabes-AD Gelar Binkom Cegah Konflik Sosial,1
Polsek Legonkulon Gandeng Pemdes Legonwetan Gelar Gebyar Vaksin Booster,1
"Hadiri Tahlil hari ke 7, DPD Taruna Merah Putih Jabar turut berbela sungkawa kepada keluarga korban Perundungan Tasikmalaya",1
Sejumlah Anak Yatim Mendapat Daging Qurban dari Tim Penggerak PKK Kota Bandung,1
DPRD Kota Bandung Setujui Raperda Pertanggungjawaban APBD 2021,0
Komisi B Minta RSUD Kota Bandung Benahi Fasilitas Layanan,0
Komisi B Sarankan Tindak Lanjut Dana Retribusi Bagi Gedung Tinggi,0
"Resmikan Klinik Happy Healty Farma, Bupati Subang : Terima Kasih Telah Memenuhi Kebutuhan Pelayanan Kesehatan Masyarakat",1
Selain Ultah ke-61 IKWI Gelar Konsolidasi,0
"Resmi Dibuka, Turnamen Bola Volly Taman Anggur Kukulu Diapresiasi Ketua TMP DPD Jabar",1
"Dies Natalis SMAN 1 Pamanukan ke 41 Th, Alumni Nepamâ€™84 Gelar Bakti Sosial dengan Memungut Sampah",1
"Dilantik Menjadi Ketua DPD TMP Jabar, Niko Rinaldo Siap Rangkul Kaum Milenial",1
Kapolres Subang Berikan Kadeudeuh pada Balita Asal Desa Mulyasari Pamanukan yang Menderita Lumpuh dan Terdapat Gumpalan di Otak,1
Ini Solusi Sosial Ekonomi Kelurahan Tamansari Kota Bandung,1
Nikmatnya Santap Daging Kurban,0
Pemkot Bandung Sebar 100 Ekor Kambing dan 45 Ekor Sapi Kurban,1
Pemkot Bandung dan Kodim 0618/BS Salurkan 2200 Dus Migor Curah,1
Sebanyak 200 Dosis Vaksin Sudah Diberikan Pada Peternak,1
Cari Kacamata Murah? Jalan ABC Solusinya!,0
"Tingkatkan Akses Pendidikan, Pemkot Bandung akan Bangun 16 SMP Baru",1
"RASS, Instalasi Keamanan dan Pembentukan Karakter Siswa dengan Berjalan Kaki",1
Hukum dan Panduan Pelaksanaan Ibadah Kurban saat Wabah PMK Menurut Fatwa MUI,0
Lancaster University dan Deakin University Bakal Dirikan Kampus di Kota Bandung,1
"Jalani Observasi, Yana Pastikan Dirinya dalam Keadaan Sehat",1
Menpora: Stadion GBLA Layak Digunakan Persib Bandung,1
Wali Kota Bandung Minta Optimalisasi Kanal Media Sosial,0
Disdagin Kota Bandung Fasilitasi 50 UMKM Promosi ke Toko Swalayan,1
"Kunjungi Remaja Amputasi, Yana Beri motivasi dan Bantuan",1
"Wajib Coba, Tiga Tempat Makan Populer di Sekitar Pasar Cihapit",0
Pemkot Bandung Kucurkan Dana UHC Rp240 Miliar per Tahun,1
"Terapkan Kang Pisman, TPS-3R Dago Bengkok Kurangi Sampah Hingga 2,5 Ton",1
"Sportourism, Geliatkan Pertumbuhan Ekonomi Kota Bandung",1
Ingin Menikmati Lomie Murah Meriah? Yuk ke Lomie Rangin!,0
Ini Asal Muasal Nama Daerah di Bandung yang Berawalan,0
Pemkot Bandung Targetkan Pengangguran Turun Jadi 8 Persen,1
"Cari Oleh-oleh Kota Bandung, Ini Dia Tiga Toko Recommended",0
"Pemkot Bandung Siap Salurkan Bantuan RMP Rp89,4 Miliar",1
Yuk! Intip dan Tiru Cara Pengolahan Sampah di RW 12 Maleer,1
Kembali Beroperasi! Catat Rute Bus Sekolah Gratis di Kota Bandung,1
"Alhamdulillah, Masjid Al Amin Bersertifikat Jemaah Tenang",1
Tetap Nikmat Santap Daging Kurban Tanpa Khawatir Kolesterol,1
Semarak Pelajar Kota Bandung Sambut Tahun Ajaran 2022/23,1
"Tambah Ruang Publik, Pemkot Bandung Resmikan Ciko Arena 1",1
DKPP Kota Bandung Musnahkan Lebih dari 369 Kg Jeroan Sapi dan Domba Kurban,2
"Zero APBD, Kolaborasi Jadi Solusi Sosial Ekonomi Kelurahan Tamansari",0
Kangen Pantai? Ini Kafe Bernuansa Pantai di Kota Bandung,0
Anak Muda Bandung Harus Jadi Humas bagi Gerakan Generasi Berencana,1
Iduladha 1443 H: Pemkot Bandung Tebar 45 Sapi dan 100 Domba,1
Ingin Sensasi Memetik Jeruk Jepang? Yuk ke Mupu Jeruk,0
"Pisah Sambut Dansektor 22 Citarum Harum, Yana Ajak Tingkatkan Kolaborasi",1
"Kadeudeuh untuk Juara MTQ, Yana: Pembinaan Kami Berkelanjutan",1
Kota Bandung Masuk Top 5 Daerah yang Aktif Mempublikasikan Vaksinasi,1
Ema: Pengolahan Sampah di Kota Bandung Tunjukkan Tren Positif,1
"Habiskan Liburan Sekolah, Yuk Belajar Sejarah di Museum Kota Bandung",0
ISPA dan Diare Ancam Kesehatan di Musim Pancaroba,2
Ingin Bersantai? Yuk Kunjungi Tiga Taman di Pusat Kota Bandung,0
"Sasar Zilenilal, DPPKB Kota Bandung Kemas Hari Keluarga Nasional Lewat Acara Festival",1
"#Satsetsatset Akselerasi Program, Wali Kota Bandung Bentuk Tim Percepatan Pembangunan",1
"Masih Kurang dari Kuota, Disdik Kota Bandung Akan Kembali Buka PPDB Online",0
Kota Bandung Siap Jadi Tuan Rumah Liga IBL Playoff Musim 2022,1
"Serunya Pameran Inovasi Otomotif di Kiara Artha Park, Datang Yuk!",0
"RPH Ciroyom, Peninggalan Belanda yang Masih Berfungsi Hingga Saat Ini",0
Serunya Berburu Kuliner Hingga Fesyen di Trademark Market 2022,0
Antusias Orang Tua Murid Sambut Tahun Ajaran Baru,1
"Percepat Vaksinasi Booster, Pemkot Bandung Gandeng Kampus hingga Tempat Wisata",1
"Selfie di dalam Pasar Tradisional, Yuk ke Pasar Kosambi",0
"Rumah Seni Ropih, Pelopor Penjual Lukisan di Braga",1
